# IncludedObjects
# Cgfs: 38, Materials: 3, Palettes: 6, Placements: 99

[CGFs]
      0: objects/buildingsets/human/station/utilitarian/docking/int/door/docking_lobby_airlock_frame_b.cgf
      1: objects/buildingsets/human/station/utilitarian/docking/int/docking_lobby_glass_a.cgf
      2: objects/buildingsets/human/lowtech/alpha/int/hangar/roomsm/wall/roomsm_wall_door_04x01x04_a.cgf
      3: objects/buildingsets/human/lowtech/alpha/int/hangar/railing/railing_stair_left_02x001x01_a.cgf
      4: objects/buildingsets/human/lowtech/alpha/int/hangar/railing/railing_stair_right_02x001x01_a.cgf
      5: objects/buildingsets/human/station/utilitarian/docking/int/docking_lobby_rib_a.cgf
      6: objects/buildingsets/human/station/utilitarian/docking/int/docking_lobby_floor_a.cgf
      7: objects/buildingsets/human/station/utilitarian/docking/int/docking_lobby_wall_b.cgf
      8: objects/buildingsets/human/station/utilitarian/docking/int/docking_lobby_wall_4m_a.cgf
      9: objects/buildingsets/human/lowtech/alpha/int/hangar/roomsm/wall/roomsm_wall_straight_04x01x04_a.cgf
     10: objects/buildingsets/human/lowtech/alpha/int/hangar/roomsm/wall/roomsm_wall_straight_01x01x04_a.cgf
     11: objects/buildingsets/human/station/utilitarian/docking/int/door/docking_lobby_airlock_frame_a.cgf
     12: objects/buildingsets/human/station/utilitarian/docking/int/docking_lobby_airlock_a.cgf
     13: objects/buildingsets/human/lowtech/alpha/int/hangar/roomsm/ceiling/roomsm_ceiling_01x04x0025_a.cgf
     14: objects/buildingsets/human/lowtech/alpha/int/hangar/roomsm/ceiling/roomsm_ceiling_04x04x0025_a.cgf
     15: objects/buildingsets/human/lowtech/alpha/int/hangar/roomsm/wall/roomsm_wall_straight_02x01x04_a.cgf
     16: objects/buildingsets/human/lowtech/alpha/int/hangar/roomsm/wall/roomsm_wall_cornerout_01x01x04_a.cgf
     17: objects/buildingsets/human/lowtech/alpha/int/hangar/railing/railing_straight_04x0025x01125_a.cgf
     18: objects/buildingsets/human/lowtech/alpha/int/hangar/roomsm/wall/roomsm_wall_cornerin_01x01x04_a.cgf
     19: objects/buildingsets/human/lowtech/alpha/int/hangar/roomsm/ceiling/roomsm_ceiling_02x04x0025_a.cgf
     20: objects/buildingsets/human/station/utilitarian/docking/int/docking_lobby_a.cgf
     21: objects/buildingsets/human/station/utilitarian/docking/int/docking_lobby_wall_1m_a.cgf
     22: objects/buildingsets/human/station/utilitarian/docking/int/docking_lobby_ceiling_a.cgf
     23: objects/buildingsets/human/lowtech/alpha/int/hangar/roomsm/wall/roomsm_wall_corner_04x05x04_a_mirror.cgf
     24: objects/buildingsets/human/lowtech/alpha/int/roomsm/floor/roomsm_floor_door_04x02x0025_a.cgf
     25: objects/buildingsets/human/lowtech/alpha/int/hangar/railing/railing_straight_01x0025x01125_a.cgf
     26: objects/buildingsets/human/hightech/prop/machine/generator/generator_mobile_1_a.cgf
     27: Data/ObjectContainers/PU/loc/mod/common/docking/util_a/docking_int_003//Brush/designer_38.cgf
     28: objects/buildingsets/human/lowtech/alpha/int/hangar/roomsm/ceiling/roomsm_ceiling_alcove_04x04x01_a.cgf
     29: objects/buildingsets/human/lowtech/alpha/int/elev/truck_shaft_door_double_a.cga
     30: objects/buildingsets/human/lowtech/alpha/int/hangar/roomsm/addon/roomsm_addon_cable_straight_00125x02_a.cgf
     31: objects/buildingsets/human/universal/prop/dressing/bottle/bottle_alcohol_01_beer-smoltz_cap_a.cgf
     32: objects/buildingsets/human/station/utilitarian/docking/int/docking_lobby_wall_glass_b.cgf
     33: objects/buildingsets/human/lowtech/alpha/int/hangar/roomsm/addon/roomsm_addon_cable_junctionbox_b.cgf
     34: objects/buildingsets/human/lowtech/alpha/int/hangar/roomsm/addon/roomsm_addon_extractor_a.cgf
     35: objects/buildingsets/human/station/utilitarian/docking/int/docking_lobby_wall_c.cgf
     36: objects/buildingsets/human/station/utilitarian/docking/int/docking_lobby_floor_glass_a.cgf
     37: objects/buildingsets/human/lowtech/alpha/int/hangar/roomsm/ceiling/roomsm_ceiling_04x04x0025_b.cgf

[Materials]
      0: materials/pu/glass/glass_clear_b
      1: objects/buildingsets/human/utilitarian/util_a_default
      2: materials/special/collision_proxy_entitiesonly

[Palettes]
      0: Libs/Foundry/Records/TintPalettes/Brand/StationDocking/stationdocking_default|interior
      1: Libs/Foundry/Records/TintPalettes/generic/gen_grey_darkgrey_yellow
      2: Libs/Foundry/Records/TintPalettes/generic/gen_darkgreen_grey_red_a
      3: Libs/Foundry/Records/TintPalettes/generic/gen_brown_orange_ocher
      4: Libs/Foundry/Records/TintPalettes/Brand/RestAndRelax/restandrelax_interior
      5: Libs/Foundry/Records/TintPalettes/Brand/StationDocking/stationdocking_default|exterior

[Placements]
  #0 objects/buildingsets/human/station/utilitarian/docking/int/door/docking_lobby_airlock_frame_b.cgf
    [1, 0, 0, 12]
    [0, 1, 0, 20]
    [0, 0, 1, 0]
  #1 objects/buildingsets/human/station/utilitarian/docking/int/docking_lobby_glass_a.cgf
    [1, 0, 0, -13]
    [0, 1, 0, 16]
    [0, 0, 1, 0]
  #2 objects/buildingsets/human/lowtech/alpha/int/hangar/roomsm/wall/roomsm_wall_door_04x01x04_a.cgf
    [1, 0, 0, -18]
    [0, 1, 0, -4]
    [0, 0, 1, 0]
  #3 objects/buildingsets/human/lowtech/alpha/int/hangar/railing/railing_stair_left_02x001x01_a.cgf
    [0.70710739454380356, 0.70710630719099521, 0, -7.3635140000000092]
    [-0.70710630719099521, 0.70710739454380356, -0, 11.740038999999999]
    [-0, 0, 1.0000000985439013, -0.75]
  #4 objects/buildingsets/human/lowtech/alpha/int/hangar/railing/railing_stair_right_02x001x01_a.cgf
    [0.70710739454380356, 0.70710630719099521, 0, -10.176777000000016]
    [-0.70710630719099521, 0.70710739454380356, -0, 8.9267769999999995]
    [-0, 0, 1.0000000985439013, -0.75]
  #5 objects/buildingsets/human/station/utilitarian/docking/int/docking_lobby_rib_a.cgf
    [1, 0, 0, -23]
    [0, 1, 0, -6]
    [0, 0, 1, -1]
  #6 objects/buildingsets/human/station/utilitarian/docking/int/docking_lobby_floor_a.cgf
    [1, 0, 0, 0]
    [0, 1, 0, 0]
    [0, 0, 1, 0]
  #7 objects/buildingsets/human/station/utilitarian/docking/int/docking_lobby_rib_a.cgf
    [1, 0, 0, -23]
    [0, 1, 0, -2]
    [0, 0, 1, -1]
  #8 objects/buildingsets/human/station/utilitarian/docking/int/docking_lobby_wall_b.cgf
    [1, 0, 0, 0]
    [0, 1, 0, 0]
    [0, 0, 1, 0]
  #9 objects/buildingsets/human/lowtech/alpha/int/hangar/roomsm/wall/roomsm_wall_door_04x01x04_a.cgf
    [1, 0, 0, -12]
    [0, 1, 0, -4]
    [0, 0, 1, 0]
  #10 objects/buildingsets/human/station/utilitarian/docking/int/docking_lobby_wall_4m_a.cgf
    [1, 0, 0, -23]
    [0, 1, 0, 10]
    [0, 0, 1, -1]
  #11 objects/buildingsets/human/lowtech/alpha/int/hangar/roomsm/wall/roomsm_wall_straight_04x01x04_a.cgf
    [1, 0, 0, 6]
    [0, 1, 0, -1]
    [0, 0, 1, 0]
  #12 objects/buildingsets/human/station/utilitarian/docking/int/docking_lobby_rib_a.cgf
    [1, 0, 0, -23]
    [0, 1, 0, 2]
    [0, 0, 1, -1]
  #13 objects/buildingsets/human/lowtech/alpha/int/hangar/roomsm/wall/roomsm_wall_straight_01x01x04_a.cgf
    [-6.4012100026111661E-07, 1.0000004267473106, 0, -7]
    [-1.0000004267473106, -6.4012100026111661E-07, -0, -4]
    [-0, 0, 1.0000004267475153, 0]
  #14 objects/buildingsets/human/station/utilitarian/docking/int/door/docking_lobby_airlock_frame_a.cgf
    [1, 0, 0, 12]
    [0, 1, 0, 20]
    [0, 0, 1, 0]
  #15 objects/buildingsets/human/station/utilitarian/docking/int/docking_lobby_rib_a.cgf
    [1, 0, 0, -23]
    [0, 1, 0, 6]
    [0, 0, 1, -1]
  #16 objects/buildingsets/human/station/utilitarian/docking/int/docking_lobby_wall_4m_a.cgf
    [1, 0, 0, -23]
    [0, 1, 0, -2]
    [0, 0, 1, -1]
  #17 objects/buildingsets/human/station/utilitarian/docking/int/docking_lobby_airlock_a.cgf
    [1, 0, 0, 0]
    [0, 1, 0, 0]
    [0, 0, 1, 0]
  #18 objects/buildingsets/human/lowtech/alpha/int/hangar/roomsm/ceiling/roomsm_ceiling_01x04x0025_a.cgf
    [1, 0, 0, -6]
    [0, 1, 0, -3]
    [0, 0, 1, 5]
  #19 objects/buildingsets/human/station/utilitarian/docking/int/docking_lobby_rib_a.cgf
    [1, 0, 0, -23]
    [0, 1, 0, 10]
    [0, 0, 1, -1]
  #20 objects/buildingsets/human/lowtech/alpha/int/hangar/roomsm/wall/roomsm_wall_straight_04x01x04_a.cgf
    [-6.4012100026111661E-07, -1.0000004267473106, 0, 22]
    [1.0000004267473106, -6.4012100026111661E-07, 0, 3]
    [0, 0, 1.0000004267475153, 0]
  #21 objects/buildingsets/human/lowtech/alpha/int/hangar/roomsm/wall/roomsm_wall_straight_01x01x04_a.cgf
    [1, 0, 0, -8]
    [0, 1, 0, -4]
    [0, 0, 1, 0]
  #22 objects/buildingsets/human/lowtech/alpha/int/hangar/roomsm/wall/roomsm_wall_straight_04x01x04_a.cgf
    [-6.4012100026111661E-07, -1.0000004267473106, 0, -19]
    [1.0000004267473106, -6.4012100026111661E-07, 0, -8]
    [0, 0, 1.0000004267475153, 0]
  #23 objects/buildingsets/human/lowtech/alpha/int/hangar/roomsm/ceiling/roomsm_ceiling_04x04x0025_a.cgf
    [-1, 0, 0, -4]
    [0, -1, 0, 2]
    [0, 0, 1, 4]
